TIME,Total_I,Total_U,MPPT1_Uin,MPPT1_Iin,MPPT1_Iout,MPPT2_Uin,MPPT2_Iin,MPPT2_Iout,BATTERY1_U,BATTERY1_I,BATTERY2_U,BATTERY2_I,UV_U_3V3,UV_I,POBC_I_5V,XMIT_A_12V,XMIT_B_12V,I_Atlas200DK-A,I_Atlas200DK-B,I_Pi-A,I_Pi-B,ATLAS_A_TEMP,ATLAS_B_TEMP,PI_A_TEMP,TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688791850,1858.0,15965.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-170.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,15.0,12.8,31.0,0.0,0.0,11.0,0.0,-1.0,-1.0
1688791851,1667.0,15965.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-170.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,640.0,0.0,0.0,1.0,6.0,0.0,16.0,12.8,31.0,0.0,0.0,22.0,0.0,-1.0,-1.0
1688791852,1872.0,15965.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,640.0,0.0,0.0,1.0,6.0,0.0,16.0,12.8,31.0,0.0,0.0,15.5,0.0,-1.0,-1.0
1688791853,1672.0,15969.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,16.0,12.8,31.0,0.0,0.0,9.0,0.0,-1.0,-1.0
1688791854,1658.0,15974.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,16.0,12.8,31.0,0.0,0.0,21.0,0.0,-1.0,-1.0
1688791855,1647.0,15974.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,6.0,0.0,16.0,12.8,31.0,0.0,0.0,11.0,0.0,-1.0,-1.0
1688791856,1686.0,15974.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,6.0,0.0,16.0,12.8,31.0,0.0,0.0,18.0,0.0,-1.0,-1.0
1688791857,1658.0,15974.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,540.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,16.0,12.8,31.0,0.0,0.0,14.0,0.0,-1.0,-1.0
1688791858,1664.0,15974.0,2600.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,540.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,16.0,12.8,31.0,0.0,0.0,22.0,0.0,-1.0,-1.0
1688791859,1647.0,15974.0,3000.0,0.0,0.0,2600.0,0.0,0.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,540.0,0.0,0.0,0.0,620.0,0.0,0.0,1.0,6.0,0.0,16.0,12.8,31.0,0.0,0.0,6.0,0.0,-1.0,-1.0
