TIME,Total_I,Total_U,MPPT1_Uin,MPPT1_Iin,MPPT1_Iout,MPPT2_Uin,MPPT2_Iin,MPPT2_Iout,BATTERY1_U,BATTERY1_I,BATTERY2_U,BATTERY2_I,UV_U_3V3,UV_I,POBC_I_5V,XMIT_A_12V,XMIT_B_12V,I_Atlas200DK-A,I_Atlas200DK-B,I_Pi-A,I_Pi-B,ATLAS_A_TEMP,ATLAS_B_TEMP,PI_A_TEMP,TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688874342,1588.0,15917.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,20.0,0.0,-1.0,-1.0
1688874343,1175.0,15932.0,12600.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,14.5,0.5,-1.0,-1.0
1688874344,1386.0,15922.0,12600.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,9.0,1.0,-1.0,-1.0
1688874345,1163.0,15932.0,12600.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,24.0,0.0,-1.0,-1.0
1688874346,1400.0,15913.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,9.0,0.0,-1.0,-1.0
1688874347,1208.0,15932.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,20.0,0.0,-1.0,-1.0
1688874348,1411.0,15922.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,11.0,0.0,-1.0,-1.0
1688874349,1180.0,15932.0,12400.0,260.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,18.0,0.0,-1.0,-1.0
1688874350,1400.0,15922.0,12400.0,260.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,11.0,0.0,-1.0,-1.0
1688874351,1158.0,15932.0,12400.0,260.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,21.0,0.0,-1.0,-1.0
1688874352,1391.0,15917.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,14.0,0.0,-1.0,-1.0
1688874353,1189.0,15927.0,12400.0,270.0,1400.0,12000.0,2040.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,7.0,0.0,-1.0,-1.0
1688874354,1425.0,15908.0,12400.0,270.0,1400.0,12000.0,2040.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,24.0,0.0,-1.0,-1.0
1688874355,1206.0,15932.0,12400.0,250.0,1400.0,12000.0,2040.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,8.0,0.0,-1.0,-1.0
1688874356,1394.0,15917.0,12400.0,250.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,19.0,12.8,31.0,0.0,0.0,19.0,0.0,-1.0,-1.0
1688874357,1203.0,15927.0,12400.0,250.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,16.0,0.0,-1.0,-1.0
1688874358,1388.0,15922.0,12400.0,280.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,19.0,12.8,31.0,0.0,0.0,20.0,0.0,-1.0,-1.0
1688874359,1197.0,15932.0,12400.0,280.0,1400.0,12000.0,2020.0,860.0,15800.0,-180.0,15800.0,-170.0,3300.0,140.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,19.0,12.8,31.0,0.0,0.0,7.0,0.0,-1.0,-1.0
1688874360,1402.0,15917.0,12400.0,280.0,1400.0,12000.0,2020.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.5,12.8,31.0,0.0,0.0,15.5,0.0,-1.0,-1.0
1688874361,1180.0,15932.0,12400.0,270.0,1400.0,12000.0,2020.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,8.0,4.0,18.0,12.8,31.0,0.0,0.0,24.0,0.0,-1.0,-1.0
1688874362,1383.0,15922.0,12400.0,270.0,1400.0,12000.0,2010.0,860.0,15800.0,-180.0,15800.0,-180.0,3300.0,140.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,18.0,12.8,31.0,0.0,0.0,10.0,0.0,-1.0,-1.0
