TIME,POWER,TEMP
0.825,9.234416663493347,39.02
0.8416666666666667,9.250418115620924,39.07
0.8583333333333333,9.263918997630787,39.12
0.875,9.277639995251393,39.18
0.8916666666666667,9.29034419163082,39.24
0.9083333333333333,9.304128623206761,39.3
0.925,9.31974726804948,39.36
0.9416666666666668,9.33606670097896,39.42
0.9583333333333333,9.353510829530556,39.48
0.975,9.37015904616472,39.54
0.9916666666666667,9.379717875592263,39.6
1.0083333333333333,9.394670932015384,39.66
1.025,9.409471151390566,39.72
1.0416666666666667,9.425639417980953,39.78
1.0583333333333333,9.438842817743625,39.83
1.075,9.45573268958837,39.88
1.0916666666666668,9.468439389295499,39.93
1.1083333333333334,9.478424580550888,39.98
1.125,9.48972464776396,40.03
1.1416666666666666,9.501359128252913,40.08
1.1583333333333332,9.49585457478512,40.13
1.175,9.500459377337577,40.17
1.1916666666666667,9.503373901952239,40.21
1.2083333333333333,9.507592834018066,40.25
1.225,9.504804885256165,40.29
1.2416666666666667,9.503158291854046,40.33
1.2583333333333333,9.507467043702462,40.37
1.275,9.510541248947238,40.41
1.2916666666666665,9.50726358573835,40.45
1.3083333333333333,9.511707596792924,40.49
1.325,9.517104807669407,40.53
1.3416666666666668,9.516558733578663,40.57
1.3583333333333334,9.515125772193455,40.62
1.375,9.517574031823926,40.66
1.3916666666666666,9.520646486347784,40.695
1.4083333333333332,9.521960418461106,40.735
1.425,9.523864511302074,40.775
1.4416666666666667,9.52918788528348,40.815
1.4583333333333335,9.52912291623282,40.855
1.475,9.526755709296397,40.895
1.4916666666666665,9.524161130310976,40.935
1.508333333333333,9.528589449748583,40.975
1.525,9.531283389179123,41.015
1.5416666666666665,9.533422770359731,41.055
1.5583333333333333,9.538815721087012,41.095
1.575,9.540616508759111,41.135
1.5916666666666668,9.544171694249329,41.175
1.6083333333333334,9.543893914592147,41.215
1.625,9.548789382041361,41.255
1.6416666666666666,9.553207756783264,41.295
1.6583333333333332,9.560239334199593,41.335
1.675,9.570174090544167,41.375
1.6916666666666667,9.5656160803211,41.415
1.7083333333333335,9.568934365811455,41.455
1.725,9.571828949934408,41.485
1.7416666666666665,9.566956024155234,41.515
1.758333333333333,9.570029290565765,41.545
1.775,9.569660396634806,41.585
1.7916666666666665,9.574020204656321,41.615
1.8083333333333333,9.577119849474968,41.645
1.825,9.592687009322889,41.675
1.8416666666666668,9.597005597311979,41.705
1.8583333333333334,9.603489396998846,41.735
1.875,9.613134769895998,41.765
1.8916666666666666,9.617789040091088,41.795
1.9083333333333332,9.610721060406147,41.835
1.925,9.59788748767886,41.865
1.9416666666666667,9.5865273774183,41.895
1.9583333333333335,9.572467428441966,41.925
1.975,9.559182339196985,41.955
1.991666666666667,9.546626186984016,41.985
2.0083333333333333,9.53256674065683,42.015
2.025,9.517057931673016,42.045
2.0416666666666665,9.503470547069432,42.075
2.0583333333333336,9.491727225243997,42.105
