TIME,POWER,TEMP,PI_A_TEMP
0.825,2.79072,26.247,2.0
0.875,2.81214,26.403,2.0
0.8916666666666667,2.81928,26.447000000000003,2.0
0.9416666666666668,2.8651800000000005,26.574,2.0
0.9583333333333333,2.8804799999999995,26.607999999999997,2.0
1.0083333333333333,2.9477999999999995,26.735,2.0
1.025,2.9743199999999996,26.784000000000002,2.0
1.075,3.00492,26.93,2.0
1.0916666666666668,3.0028799999999993,26.993,2.0
1.1416666666666666,3.0242999999999993,27.192000000000004,2.0
1.1583333333333332,3.03144,27.25,2.0
1.2083333333333333,3.05286,27.487000000000002,2.0
1.225,3.06,27.575,2.0
1.275,3.08142,27.851999999999997,2.0
1.2916666666666665,3.0885599999999998,27.949,2.0
1.3416666666666668,3.1099799999999997,28.265,2.0
1.3583333333333334,3.11712,28.372,2.0
1.4083333333333332,3.13038,28.717000000000002,2.0
1.425,3.1395600000000004,28.829,2.0
1.475,3.162,29.198,2.0
1.4916666666666665,3.1701599999999996,29.324,2.0
1.5416666666666665,3.2058599999999995,29.642000000000003,2.0
1.5583333333333333,3.213,29.754,2.0
1.6083333333333334,3.25788,30.062,2.0
1.625,3.27216,30.174,2.0
1.675,3.2915399999999995,30.488000000000003,2.0
1.6916666666666667,3.29664,30.595,2.0
1.7416666666666665,3.32214,30.879,2.0
1.758333333333333,3.3231599999999997,30.986,2.0
1.8083333333333333,3.3241799999999997,31.274,2.0
1.825,3.3251999999999997,31.372000000000003,2.0
1.875,3.315,31.680999999999997,2.0
1.8916666666666666,3.29868,31.793000000000003,2.0
1.9416666666666667,3.2823599999999997,32.076,2.0
1.9583333333333335,3.2762399999999996,32.163999999999994,2.0
2.0083333333333333,3.2537999999999996,32.515,2.0
2.025,3.2456400000000003,32.657000000000004,2.0
2.075,3.20892,33.038000000000004,2.0
2.091666666666667,3.20892,33.16,2.0
2.1416666666666666,3.2017799999999994,33.546,2.0
2.158333333333333,3.1946399999999993,33.663000000000004,2.0
2.2083333333333335,3.19464,34.028999999999996,2.0
2.225,3.19464,34.135999999999996,2.0
2.275,3.16914,34.472,2.0
2.2916666666666665,3.18036,34.589,2.0
2.341666666666667,3.15894,34.91,2.0
2.3583333333333334,3.15792,35.016999999999996,2.0
2.408333333333333,3.1824,35.338,2.0
2.425,3.1905599999999996,35.455,2.0
2.475,3.20076,35.781,2.0
2.4916666666666667,3.2109599999999996,35.898,2.0
2.5416666666666665,3.2181,36.198,2.0
2.5583333333333336,3.22524,36.31,2.0
2.608333333333333,3.2333999999999996,36.661,2.0
2.625,3.22524,36.778,2.0
2.675,3.1823999999999995,37.123999999999995,2.0
2.691666666666667,3.1701599999999996,37.226,2.0
2.7416666666666667,3.1518,37.556999999999995,2.0
2.7583333333333333,3.1518,37.655,2.0
2.808333333333333,3.1762799999999998,37.928999999999995,2.0
2.825,3.1762799999999993,38.022,2.0
2.875,3.17832,38.26499999999999,2.0
2.891666666666667,3.1803599999999994,38.337999999999994,2.0
2.941666666666667,3.19464,38.532999999999994,2.0
2.958333333333333,3.19464,38.601,2.0
3.0083333333333333,3.2211599999999994,38.771,2.0
3.025,3.2211599999999994,38.844,2.0
3.075,3.20484,38.955999999999996,2.0
3.091666666666667,3.2028,38.995,2.0
3.141666666666667,3.1956599999999997,39.097,2.0
3.158333333333333,3.1885199999999996,39.126999999999995,2.0
3.208333333333333,3.17424,39.272,2.0
3.225,3.1742399999999997,39.315,2.0
3.275,3.1670999999999996,39.474,2.0
3.291666666666667,3.15996,39.522,2.0
3.341666666666667,3.14772,39.661,2.0
3.358333333333333,3.1354799999999994,39.724,2.0
3.408333333333333,3.1008,39.907999999999994,2.0
3.425,3.1008,39.955999999999996,2.0
3.475,3.0987600000000004,40.12499999999999,2.0
3.4916666666666667,3.0967199999999995,40.178,2.0
3.541666666666667,3.1079399999999997,40.357,2.0
3.558333333333333,3.11916,40.40599999999999,2.0
3.608333333333333,3.1446599999999996,40.561,2.0
3.625,3.1436399999999995,40.634,2.0
3.675,3.15996,40.741,2.0
3.691666666666667,3.15996,40.76499999999999,2.0
3.7416666666666667,3.1670999999999996,40.842,2.0
3.7583333333333333,3.1742399999999997,40.870999999999995,2.0
3.808333333333333,3.1742399999999997,40.963,2.0
3.825,3.1742399999999997,41.001999999999995,2.0
3.875,3.1762799999999993,41.108999999999995,2.0
