TIME,POWER,TEMP,ATLAS_B_TEMP
2.475,7.25516,18.51,9.0
2.525,7.25516,18.56,9.0
2.5416666666666665,7.252739999999999,18.58,9.0
2.591666666666667,7.25758,18.625,9.0
2.608333333333333,7.26,18.645,9.0
2.658333333333333,7.25758,18.69,9.0
2.675,7.2624200000000005,18.71,9.0
2.725,7.276939999999999,18.76,9.0
2.7416666666666667,7.276939999999999,18.78,9.0
2.791666666666667,7.2817799999999995,18.84,9.0
2.808333333333333,7.2817799999999995,18.86,9.0
2.858333333333333,7.2817799999999995,18.92,9.0
2.875,7.284199999999999,18.94,9.0
2.925,7.286620000000001,19.0,9.0
2.941666666666667,7.289039999999999,19.02,9.0
2.9916666666666667,7.286620000000001,19.08,9.0
3.0083333333333333,7.286620000000001,19.1,9.0
3.058333333333333,7.289039999999999,19.16,9.0
3.075,7.29146,19.18,9.0
3.125,7.29146,19.24,9.0
3.141666666666667,7.289039999999999,19.26,9.0
3.191666666666667,7.289039999999999,19.32,9.0
3.208333333333333,7.29146,19.34,9.0
3.2583333333333333,7.29146,19.4,9.0
3.275,7.29146,19.415,9.0
3.325,7.289039999999999,19.46,9.0
3.341666666666667,7.29146,19.47,9.0
3.391666666666667,7.289039999999999,19.51,9.0
3.408333333333333,7.286620000000001,19.52,9.0
3.458333333333333,7.289039999999999,19.55,9.0
3.475,7.289039999999999,19.56,9.0
3.525,7.29146,19.59,9.0
3.541666666666667,7.29388,19.6,9.0
3.591666666666667,7.2963,19.63,9.0
3.608333333333333,7.2963,19.64,9.0
3.658333333333333,7.2963,19.67,9.0
3.675,7.29388,19.68,9.0
3.725,7.29146,19.725,9.0
3.7416666666666667,7.29146,19.745,9.0
3.791666666666667,7.29388,19.805,9.0
3.808333333333333,7.2963,19.825,9.0
3.858333333333333,7.301139999999999,19.885,9.0
3.875,7.30356,19.905,9.0
3.925,7.3084,19.965,9.0
3.941666666666667,7.3084,19.985,9.0
3.9916666666666667,7.3108200000000005,20.045,9.0
4.008333333333333,7.3084,20.065,9.0
4.058333333333334,7.3084,20.125,9.0
4.075,7.30598,20.135,9.0
4.125,7.30598,20.195,9.0
4.141666666666667,7.301139999999999,20.215,9.0
4.191666666666666,7.301139999999999,20.255,9.0
4.208333333333333,7.30356,20.265,9.0
4.258333333333333,7.30356,20.31,9.0
4.275,7.301139999999999,20.32,9.0
4.325,7.30356,20.365,9.0
4.341666666666667,7.30356,20.375,9.0
4.391666666666667,7.30356,20.415,9.0
4.408333333333333,7.30598,20.425,9.0
4.458333333333333,7.3084,20.455,10.0
4.475,7.3084,20.465,10.0
4.525,7.3108200000000005,20.495,10.0
4.541666666666667,7.325339999999999,20.505,10.0
4.591666666666667,7.325339999999999,20.535,10.0
4.608333333333333,7.3301799999999995,20.545,10.0
4.658333333333333,7.332599999999999,20.575,10.0
4.675,7.3301799999999995,20.585,10.0
4.725,7.332599999999999,20.615,10.0
