TIME,POWER,TEMP,ATLAS_B_TEMP
2.475,8.944320000000001,21.445,8.0
2.525,8.9419,21.535,8.0
2.5416666666666665,8.939479999999998,21.565,8.0
2.591666666666667,8.939479999999998,21.655,9.0
2.608333333333333,8.939479999999998,21.685,9.0
2.658333333333333,8.93706,21.775,9.0
2.675,8.93464,21.805,9.0
2.725,8.93464,21.875,9.0
2.7416666666666667,8.93464,21.895,9.0
2.791666666666667,9.041120000000001,21.955,9.0
2.808333333333333,9.1476,21.975,9.0
2.858333333333333,9.1476,22.035,9.0
2.875,9.1476,22.055,9.0
2.925,9.145179999999998,22.125,9.0
2.941666666666667,9.14276,22.145,9.0
2.9916666666666667,9.24682,22.215,9.0
3.0083333333333333,9.350879999999998,22.245,9.0
3.058333333333333,9.350879999999998,22.335,9.0
3.075,9.350879999999998,22.365,9.0
3.125,9.350879999999998,22.455,9.0
3.141666666666667,9.350879999999998,22.485,9.0
3.191666666666667,9.350879999999998,22.545,9.0
3.208333333333333,9.350879999999998,22.575,9.0
3.2583333333333333,9.348460000000001,22.635,9.0
3.275,9.346039999999999,22.655,9.0
3.325,9.346039999999999,22.715,9.0
3.341666666666667,9.346039999999999,22.735,9.0
3.391666666666667,9.348460000000001,22.795,9.0
3.408333333333333,9.350879999999998,22.815,9.0
3.458333333333333,9.348460000000001,22.875,9.0
3.475,9.346039999999999,22.895,9.0
3.525,9.346039999999999,22.955,9.0
3.541666666666667,9.346039999999999,22.975,9.0
3.591666666666667,9.27102,23.05,9.0
3.608333333333333,9.196,23.065,9.0
3.658333333333333,9.08226,23.155,9.0
3.675,8.968520000000002,23.195,9.0
3.725,8.8935,23.315,9.0
3.7416666666666667,8.81848,23.355,9.0
3.791666666666667,8.8209,23.475,9.0
3.808333333333333,8.82332,23.515,9.0
3.858333333333333,8.82332,23.605,9.0
3.875,8.82332,23.635,9.0
3.925,8.82574,23.725,9.0
3.941666666666667,8.82816,23.755,9.0
3.9916666666666667,8.833,23.845,10.0
4.008333333333333,8.837839999999998,23.875,10.0
4.058333333333334,8.750720000000001,23.955,10.0
4.075,8.663599999999999,23.975,10.0
4.125,8.663599999999999,24.035,10.0
4.141666666666667,8.663599999999999,24.055,10.0
4.191666666666666,8.66118,24.115,10.0
4.208333333333333,8.65876,24.135,10.0
4.258333333333333,8.67086,24.195,10.0
4.275,8.68296,24.215,10.0
4.325,8.680539999999999,24.275,10.0
4.341666666666667,8.67812,24.295,10.0
4.391666666666667,8.67328,24.365,10.0
4.408333333333333,8.668439999999999,24.385,10.0
4.458333333333333,8.668439999999999,24.46,10.0
4.475,8.668439999999999,24.49,10.0
4.525,8.668439999999999,24.58,10.0
4.541666666666667,8.668439999999999,24.61,10.0
4.591666666666667,8.663599999999999,24.69,10.0
4.608333333333333,8.65876,24.71,10.0
4.658333333333333,8.55954,24.76,10.0
4.675,8.46032,24.77,10.0
4.725,8.46032,24.79,10.0
4.741666666666667,8.46032,24.79,10.0
4.791666666666667,8.42644,24.8,10.0
4.808333333333334,8.39256,24.81,10.0
4.858333333333333,8.29334,24.84,10.0
4.875,8.19412,24.85,10.0
4.925,8.19412,24.88,10.0
4.941666666666666,8.19412,24.89,10.0
4.991666666666667,8.19654,24.935,10.0
5.008333333333333,8.19896,24.955,10.0
5.058333333333334,8.312700000000001,24.995,10.0
5.075,8.42644,25.005,10.0
5.125,8.42886,25.065,10.0
5.141666666666667,8.43128,25.085,10.0
