TIME,POWER,TEMP,ATLAS_B_TEMP
2.4583333333333335,7.29388,18.265,8.0
2.5083333333333333,7.29388,18.325,8.0
2.525,7.29388,18.345,8.0
2.575,7.276939999999999,18.405,8.0
2.591666666666667,7.26,18.425,8.0
2.641666666666667,7.24306,18.47,9.0
2.658333333333333,7.226120000000001,18.48,9.0
2.708333333333333,7.228539999999999,18.52,9.0
2.725,7.23096,18.545,9.0
2.775,7.2333799999999995,18.6,9.0
2.791666666666667,7.235799999999999,18.62,9.0
2.841666666666667,7.235799999999999,18.68,9.0
2.858333333333333,7.235799999999999,18.7,9.0
2.908333333333333,7.2333799999999995,18.76,9.0
2.925,7.23096,18.78,9.0
2.975,7.2140200000000005,18.84,9.0
2.9916666666666667,7.19708,18.86,9.0
3.041666666666667,7.223699999999999,18.92,9.0
3.058333333333333,7.25032,18.94,9.0
3.108333333333333,7.252739999999999,19.0,9.0
3.125,7.25516,19.02,9.0
3.175,7.25032,19.08,9.0
3.191666666666667,7.24548,19.1,9.0
3.2416666666666667,7.2479,19.16,9.0
3.2583333333333333,7.25032,19.18,9.0
3.308333333333333,7.25032,19.24,9.0
3.325,7.25032,19.26,9.0
3.375,7.26726,19.32,9.0
3.391666666666667,7.284199999999999,19.34,9.0
3.441666666666667,7.284199999999999,19.4,9.0
3.458333333333333,7.284199999999999,19.42,9.0
3.5083333333333333,7.272099999999999,19.465,9.0
3.525,7.26,19.485,9.0
3.575,7.26,19.515,9.0
3.591666666666667,7.26,19.525,9.0
3.641666666666667,7.26,19.56,9.0
3.658333333333333,7.26,19.58,9.0
3.708333333333333,7.25516,19.61,9.0
3.725,7.25032,19.62,9.0
3.775,7.2479,19.65,9.0
3.791666666666667,7.24548,19.67,9.0
3.841666666666667,7.2479,19.73,9.0
3.858333333333333,7.25032,19.75,9.0
3.908333333333333,7.272099999999999,19.81,9.0
3.925,7.29388,19.83,9.0
3.975,7.3084,19.89,9.0
3.9916666666666667,7.322920000000001,19.91,9.0
4.041666666666667,7.322920000000001,19.97,9.0
4.058333333333334,7.322920000000001,19.99,9.0
4.108333333333333,7.34228,20.05,9.0
4.125,7.361639999999999,20.07,9.0
4.175,7.3592200000000005,20.13,9.0
4.191666666666666,7.3568,20.15,9.0
4.241666666666667,7.35438,20.21,9.0
4.258333333333333,7.35196,20.23,9.0
4.308333333333334,7.349539999999999,20.29,9.0
4.325,7.34712,20.31,9.0
4.375,7.3447,20.36,9.0
4.391666666666667,7.34228,20.375,9.0
4.441666666666666,7.34228,20.415,10.0
4.458333333333333,7.34228,20.425,10.0
4.508333333333333,7.33986,20.455,10.0
4.525,7.337439999999999,20.465,10.0
4.575,7.322920000000001,20.5,10.0
4.591666666666667,7.3084,20.52,10.0
4.641666666666667,7.2817799999999995,20.565,10.0
4.658333333333333,7.25516,20.575,10.0
4.708333333333333,7.252739999999999,20.615,10.0
4.725,7.25032,20.63,10.0
4.775,7.23096,20.66,10.0
4.791666666666667,7.2116,20.67,10.0
4.841666666666667,7.2140200000000005,20.7,10.0
4.858333333333333,7.216439999999999,20.71,10.0
4.908333333333333,7.2116,20.74,10.0
4.925,7.20676,20.75,10.0
4.975,7.192239999999999,20.78,10.0
4.991666666666667,7.177720000000001,20.79,10.0
5.041666666666667,7.177720000000001,20.82,10.0
5.058333333333334,7.177720000000001,20.83,10.0
5.108333333333333,7.18982,20.86,10.0
5.125,7.20192,20.87,10.0
5.175,7.1995,20.9,10.0
5.191666666666666,7.19708,20.91,10.0
5.241666666666666,7.216439999999999,20.94,10.0
5.258333333333334,7.235799999999999,20.95,10.0
5.308333333333334,7.2333799999999995,20.98,10.0
5.325,7.23096,20.99,10.0
5.375,7.2333799999999995,21.035,10.0
5.391666666666667,7.235799999999999,21.055,10.0
5.441666666666666,7.240639999999999,21.115,10.0
5.458333333333334,7.24548,21.125,10.0
5.508333333333334,7.24548,21.155,10.0
5.525,7.24548,21.165,10.0
5.575,7.26,21.195,10.0
