TIME,POWER,TEMP,ATLAS_B_TEMP
2.4583333333333335,6.79536,17.095,8.0
2.575,6.7977799999999995,17.235,8.0
2.591666666666667,6.7977799999999995,17.255,8.0
2.641666666666667,6.79536,17.305,8.0
2.658333333333333,6.79536,17.32,8.0
2.708333333333333,6.7977799999999995,17.36,8.0
2.725,6.79536,17.37,8.0
2.775,6.79536,17.4,8.0
2.791666666666667,6.7977799999999995,17.41,8.0
2.841666666666667,6.8002,17.44,8.0
2.858333333333333,6.7977799999999995,17.45,8.0
2.908333333333333,6.79536,17.48,8.0
2.925,6.79536,17.49,8.0
2.975,6.79052,17.52,8.0
2.9916666666666667,6.7881,17.53,8.0
3.041666666666667,6.79052,17.56,8.0
3.058333333333333,6.7881,17.57,8.0
3.108333333333333,6.7881,17.6,8.0
3.125,6.7881,17.61,8.0
3.175,6.79052,17.64,8.0
3.191666666666667,6.79052,17.65,8.0
3.2416666666666667,6.79052,17.68,8.0
3.2583333333333333,6.79052,17.69,8.0
3.308333333333333,6.785679999999999,17.72,8.0
3.325,6.785679999999999,17.73,8.0
3.375,6.7881,17.76,8.0
3.391666666666667,6.7881,17.77,8.0
3.441666666666667,6.79294,17.8,9.0
3.458333333333333,6.7977799999999995,17.81,9.0
3.5083333333333333,6.7977799999999995,17.86,9.0
3.525,6.7977799999999995,17.875,9.0
3.575,6.8002,17.905,9.0
3.591666666666667,6.8002,17.92,9.0
3.641666666666667,6.80504,17.97,9.0
3.658333333333333,6.80746,17.985,9.0
3.708333333333333,6.80988,18.03,9.0
3.725,6.812299999999999,18.05,9.0
3.775,6.81472,18.11,9.0
3.791666666666667,6.81714,18.12,9.0
3.841666666666667,6.821979999999999,18.15,9.0
3.858333333333333,6.81956,18.16,9.0
3.908333333333333,6.821979999999999,18.19,9.0
3.925,6.821979999999999,18.2,9.0
3.975,6.81956,18.23,9.0
3.9916666666666667,6.81956,18.24,9.0
4.041666666666667,6.824399999999999,18.27,9.0
4.058333333333334,6.824399999999999,18.28,9.0
4.108333333333333,6.824399999999999,18.31,9.0
4.125,6.824399999999999,18.32,9.0
4.175,6.821979999999999,18.35,9.0
4.191666666666666,6.821979999999999,18.36,9.0
4.241666666666667,6.821979999999999,18.39,9.0
4.258333333333333,6.80504,18.4,9.0
4.308333333333334,6.80504,18.43,9.0
4.325,6.80504,18.44,9.0
4.375,6.79536,18.47,9.0
4.391666666666667,6.79536,18.48,9.0
4.441666666666666,6.79536,18.51,9.0
4.458333333333333,6.7977799999999995,18.52,9.0
4.508333333333333,6.7977799999999995,18.55,9.0
4.525,6.79536,18.56,9.0
4.575,6.79536,18.59,9.0
4.591666666666667,6.79536,18.6,9.0
4.641666666666667,6.79536,18.63,9.0
4.658333333333333,6.79536,18.64,9.0
4.708333333333333,6.79536,18.67,9.0
4.725,6.79536,18.68,9.0
4.775,6.7977799999999995,18.71,9.0
4.791666666666667,6.7977799999999995,18.72,9.0
4.841666666666667,6.7977799999999995,18.75,9.0
4.858333333333333,6.79536,18.76,9.0
4.908333333333333,6.79294,18.79,9.0
4.925,6.79052,18.8,9.0
4.975,6.79052,18.83,9.0
4.991666666666667,6.7881,18.84,9.0
5.041666666666667,6.785679999999999,18.885,9.0
5.058333333333334,6.783259999999999,18.895,9.0
5.108333333333333,6.785679999999999,18.925,9.0
5.125,6.785679999999999,18.945,9.0
5.175,6.785679999999999,18.96,9.0
5.191666666666666,6.785679999999999,18.965,9.0
5.241666666666666,6.785679999999999,19.005,9.0
5.258333333333334,6.7881,19.02,9.0
5.308333333333334,6.7881,19.06,9.0
5.325,6.7881,19.075,9.0
5.375,6.7881,19.11,9.0
5.391666666666667,6.7881,19.12,9.0
5.441666666666666,6.7881,19.15,9.0
5.458333333333334,6.7881,19.16,9.0
5.508333333333334,6.7881,19.19,9.0
5.525,6.7881,19.2,9.0
5.575,6.7881,19.23,9.0
5.591666666666666,6.79052,19.24,9.0
5.641666666666667,6.79052,19.27,9.0
5.658333333333334,6.79052,19.28,9.0
5.708333333333334,6.79052,19.31,10.0
5.725,6.79052,19.32,10.0
5.775,6.79052,19.35,10.0
5.791666666666666,6.79294,19.36,10.0
5.841666666666666,6.79536,19.39,10.0
5.858333333333333,6.79536,19.4,10.0
5.908333333333334,6.7977799999999995,19.43,10.0
5.925,6.8002,19.44,10.0
5.975,6.80262,19.47,10.0
5.991666666666666,6.8002,19.48,10.0
6.041666666666666,6.8002,19.51,10.0
6.058333333333334,6.80262,19.52,10.0
6.108333333333333,6.80262,19.55,10.0
6.125,6.80262,19.56,10.0
6.175,6.80262,19.59,10.0
6.191666666666666,6.80262,19.6,10.0
6.241666666666666,6.80262,19.63,10.0
6.258333333333334,6.80262,19.64,10.0
6.308333333333334,6.80504,19.67,10.0
6.325,6.80504,19.68,10.0
6.375,6.80504,19.71,10.0
6.391666666666667,6.80746,19.72,10.0
6.441666666666666,6.80746,19.75,10.0
6.458333333333334,6.80746,19.76,10.0
6.508333333333334,6.80746,19.79,10.0
6.525,6.80746,19.8,10.0
6.575,6.80746,19.83,10.0
6.591666666666666,6.80988,19.84,10.0
6.641666666666667,6.812299999999999,19.87,10.0
6.658333333333334,6.812299999999999,19.88,10.0
6.708333333333334,6.812299999999999,19.895,10.0
6.725,6.812299999999999,19.905,10.0
6.775,6.80988,19.965,10.0
6.791666666666666,6.80504,19.975,10.0
6.841666666666666,6.80504,20.015,10.0
6.858333333333333,6.80504,20.035,10.0
6.908333333333334,6.80262,20.085,10.0
6.925,6.80262,20.085,10.0
6.975,6.7977799999999995,20.11,10.0
6.991666666666666,6.79536,20.11,10.0
7.041666666666666,6.79294,20.145,10.0
7.058333333333334,6.7881,20.155,10.0
7.108333333333333,6.783259999999999,20.185,10.0
7.125,6.783259999999999,20.195,10.0
7.175,6.7808399999999995,20.225,10.0
7.191666666666666,6.783259999999999,20.235,10.0
7.241666666666666,6.783259999999999,20.265,10.0
7.258333333333334,6.783259999999999,20.275,10.0
7.308333333333334,6.785679999999999,20.305,10.0
7.325,6.785679999999999,20.315,10.0
7.375,6.783259999999999,20.345,10.0
7.391666666666667,6.7977799999999995,20.355,10.0
7.441666666666666,6.79536,20.385,10.0
7.458333333333334,6.79536,20.395,10.0
7.508333333333334,6.7977799999999995,20.425,10.0
7.525,6.7977799999999995,20.435,10.0
7.575,6.7977799999999995,20.465,10.0
7.591666666666666,6.7977799999999995,20.475,10.0
7.641666666666667,6.7977799999999995,20.505,10.0
7.658333333333334,6.7977799999999995,20.515,10.0
7.708333333333334,6.7977799999999995,20.545,10.0
7.725,6.7977799999999995,20.555,10.0
7.775,6.7977799999999995,20.585,10.0
7.791666666666666,6.79536,20.595,10.0
7.841666666666666,6.79536,20.625,10.0
7.858333333333333,6.7977799999999995,20.635,10.0
7.908333333333334,6.7977799999999995,20.665,10.0
7.925,6.8002,20.675,10.0
7.975,6.80262,20.705,10.0
7.991666666666666,6.80262,20.715,10.0
8.041666666666666,6.80504,20.745,10.0
8.058333333333334,6.80504,20.755,10.0
8.108333333333334,6.80262,20.785,10.0
8.125,6.80504,20.795,10.0
8.175,6.80504,20.825,10.0
8.191666666666666,6.80988,20.835,10.0
8.241666666666667,6.80988,20.865,10.0
8.258333333333333,6.80988,20.875,10.0
8.308333333333334,6.80988,20.905,10.0
8.325,6.80988,20.915,10.0
8.375,6.80988,20.945,10.0
8.391666666666666,6.80988,20.955,10.0
8.441666666666666,6.80504,20.955,11.0
8.458333333333334,6.80504,20.955,11.0
8.508333333333333,6.80504,20.97,11.0
8.525,6.80262,20.97,11.0
8.575,6.80504,20.97,11.0
8.591666666666667,6.80504,20.98,11.0
8.641666666666666,6.80504,20.985,11.0
8.658333333333333,6.80746,20.995,11.0
8.708333333333334,6.80988,21.0,11.0
8.725,6.812299999999999,21.0,11.0
8.775,6.81472,21.0,11.0
8.791666666666666,6.81472,21.0,11.0
8.841666666666667,6.81472,21.0,11.0
8.858333333333334,6.812299999999999,21.01,11.0
8.908333333333333,6.81472,21.015,11.0
8.925,6.81472,21.015,11.0
8.975,6.81472,21.035,11.0
8.991666666666667,6.81472,21.045,11.0
9.041666666666666,6.81472,21.065,11.0
9.058333333333334,6.81472,21.075,11.0
9.108333333333334,6.81472,21.105,11.0
9.125,6.812299999999999,21.115,11.0
9.175,6.812299999999999,21.145,11.0
9.191666666666666,6.812299999999999,21.155,11.0
9.241666666666667,6.80746,21.185,11.0
9.258333333333333,6.80746,21.195,11.0
9.308333333333334,6.80746,21.225,11.0
9.325,6.80988,21.235,11.0
9.375,6.80988,21.265,11.0
9.391666666666666,6.80988,21.275,11.0
9.441666666666666,6.80988,21.305,11.0
9.458333333333334,6.80988,21.315,11.0
9.508333333333333,6.80988,21.345,11.0
9.525,6.80746,21.355,11.0
9.575,6.80746,21.385,11.0
9.591666666666667,6.80746,21.395,11.0
9.641666666666666,6.80746,21.425,11.0
9.658333333333333,6.80746,21.435,11.0
9.708333333333334,6.80746,21.465,11.0
9.725,6.80746,21.475,11.0
9.775,6.80746,21.505,11.0
9.791666666666666,6.80746,21.515,11.0
9.841666666666667,6.80746,21.545,11.0
9.858333333333334,6.80746,21.555,11.0
9.908333333333333,6.80746,21.585,11.0
9.925,6.80746,21.595,11.0
9.975,6.80988,21.625,11.0
9.991666666666667,6.80988,21.635,11.0
10.041666666666666,6.812299999999999,21.665,11.0
10.058333333333334,6.81714,21.675,11.0
10.108333333333334,6.81472,21.705,11.0
10.125,6.81714,21.715,11.0
10.175,6.81714,21.745,11.0
10.191666666666666,6.81956,21.755,11.0
10.241666666666667,6.824399999999999,21.785,11.0
10.258333333333335,6.8268200000000006,21.795,11.0
10.308333333333332,6.8268200000000006,21.825,11.0
10.325,6.8268200000000006,21.835,11.0
10.375,6.8268200000000006,21.865,11.0
10.391666666666667,6.8292399999999995,21.875,11.0
10.441666666666668,6.831659999999999,21.905,11.0
10.458333333333332,6.831659999999999,21.915,11.0
10.508333333333333,6.831659999999999,21.945,11.0
10.525,6.831659999999999,21.945,11.0
