TIME,POWER,TEMP,ATLAS_B_TEMP
2.475,8.03682,21.29,9.0
2.525,8.03924,21.36,9.0
2.5416666666666665,8.04408,21.39,9.0
2.591666666666667,8.04166,21.455,9.0
2.608333333333333,8.03924,21.485,9.0
2.658333333333333,8.03682,21.555,9.0
2.675,8.03682,21.585,9.0
2.725,8.031979999999999,21.66,9.0
2.7416666666666667,8.031979999999999,21.68,9.0
2.791666666666667,8.03682,21.74,9.0
2.808333333333333,8.0344,21.76,9.0
2.858333333333333,8.03682,21.82,9.0
2.875,8.03682,21.84,9.0
2.925,8.03682,21.895,9.0
2.941666666666667,8.03924,21.925,9.0
2.9916666666666667,8.0344,22.003,9.0
3.0083333333333333,8.02956,22.018,9.0
3.058333333333333,8.02714,22.06,9.0
3.075,8.02472,22.07,9.0
3.125,8.019879999999999,22.13,9.0
3.141666666666667,8.0223,22.15,9.0
3.191666666666667,8.02956,22.21,9.0
3.208333333333333,8.02714,22.23,9.0
3.2583333333333333,8.02472,22.29,9.0
3.275,8.02714,22.31,9.0
3.325,8.02714,22.37,9.0
3.341666666666667,8.02714,22.39,9.0
3.391666666666667,8.02472,22.42,9.0
3.408333333333333,8.02472,22.43,9.0
3.458333333333333,8.019879999999999,22.47,9.0
3.475,8.0223,22.48,9.0
3.525,8.02714,22.525,9.0
3.541666666666667,8.02714,22.54,9.0
3.591666666666667,8.02714,22.6,10.0
3.608333333333333,8.02472,22.62,10.0
3.658333333333333,8.0223,22.68,10.0
3.675,8.0223,22.69,10.0
3.725,8.015039999999999,22.74,10.0
3.7416666666666667,8.015039999999999,22.76,10.0
3.791666666666667,8.01262,22.82,10.0
3.808333333333333,8.015039999999999,22.835,10.0
3.858333333333333,8.0102,22.87,10.0
3.875,8.005360000000001,22.89,10.0
3.925,8.007779999999999,22.94,10.0
3.941666666666667,8.01262,22.95,10.0
3.9916666666666667,8.01262,22.98,10.0
4.008333333333333,8.0102,23.0,10.0
4.058333333333334,8.0102,23.035,10.0
4.075,8.007779999999999,23.045,10.0
4.125,8.1191,23.085,10.0
4.141666666666667,8.12394,23.105,10.0
4.191666666666666,8.12394,23.155,10.0
4.208333333333333,8.12636,23.165,10.0
4.258333333333333,8.12636,23.22,10.0
4.275,8.12636,23.23,10.0
4.325,8.128779999999999,23.27,10.0
4.341666666666667,8.12636,23.28,10.0
4.391666666666667,8.1191,23.31,10.0
4.408333333333333,8.12394,23.32,10.0
4.458333333333333,8.12152,23.35,10.0
4.475,8.12394,23.37,10.0
