TIME,POWER,TEMP,ATLAS_B_TEMP
2.4916666666666667,7.284199999999999,17.9,8.0
2.5083333333333333,7.284199999999999,17.92,8.0
2.5583333333333336,7.2817799999999995,17.98,8.0
2.575,7.2793600000000005,18.0,8.0
2.625,7.2817799999999995,18.06,8.0
2.641666666666667,7.284199999999999,18.08,8.0
2.691666666666667,7.284199999999999,18.14,8.0
2.708333333333333,7.284199999999999,18.16,8.0
2.7583333333333333,7.286620000000001,18.22,8.0
2.775,7.289039999999999,18.24,8.0
2.825,7.286620000000001,18.3,8.0
2.841666666666667,7.284199999999999,18.32,8.0
2.891666666666667,7.284199999999999,18.38,8.0
2.908333333333333,7.284199999999999,18.39,8.0
2.958333333333333,7.2817799999999995,18.42,8.0
2.975,7.2793600000000005,18.43,8.0
3.025,7.2793600000000005,18.46,8.0
3.041666666666667,7.2793600000000005,18.47,8.0
3.091666666666667,7.2793600000000005,18.5,8.0
3.108333333333333,7.2793600000000005,18.51,8.0
3.158333333333333,7.276939999999999,18.54,8.0
3.175,7.274520000000001,18.55,8.0
3.225,7.2793600000000005,18.58,8.0
3.2416666666666667,7.284199999999999,18.59,8.0
3.291666666666667,7.284199999999999,18.65,8.0
3.308333333333333,7.284199999999999,18.66,8.0
3.358333333333333,7.276939999999999,18.69,8.0
3.375,7.26968,18.7,8.0
3.425,7.26726,18.76,8.0
3.441666666666667,7.264839999999999,18.78,8.0
3.4916666666666667,7.26726,18.84,8.0
3.5083333333333333,7.26968,18.86,8.0
3.558333333333333,7.26726,18.92,8.0
3.575,7.264839999999999,18.94,8.0
3.625,7.26968,19.0,8.0
3.641666666666667,7.274520000000001,19.02,8.0
3.691666666666667,7.274520000000001,19.08,9.0
3.708333333333333,7.274520000000001,19.1,9.0
3.7583333333333333,7.274520000000001,19.16,9.0
3.775,7.274520000000001,19.18,9.0
3.825,7.274520000000001,19.24,9.0
3.841666666666667,7.274520000000001,19.26,9.0
3.891666666666667,7.272099999999999,19.31,9.0
3.908333333333333,7.26968,19.33,9.0
3.958333333333333,7.26726,19.38,9.0
3.975,7.264839999999999,19.39,9.0
