TIME,Main(mA),Main Voltage(V),FREQUENCY(48),VOLT,TEMP,INDEX,SUCCESS
1689530327,1057.4488950435657,5.483220588235295,1800457088.0,0.936,63.7,8.0,1.0
1689530328,1113.0354219909832,5.483059999999998,1800404352.0,0.936,63.7,8.0,1.0
1689530329,1125.6726636196304,5.483244897959184,1800457088.0,0.936,63.7,8.0,1.0
1689530330,1166.0413121780905,5.480578431372549,1800457088.0,0.936,64.2,8.0,1.0
1689530331,1057.1460815965906,5.483205000000001,1800457088.0,0.936,63.3,8.0,1.0
1689530332,1045.440789592467,5.485204081632652,1800457088.0,0.936,64.7,8.0,1.0
1689530333,1062.4425228590185,5.482419999999999,1800457088.0,0.936,63.7,8.0,1.0
1689530334,1058.1527630836058,5.483906862745099,1800404352.0,0.936,63.3,8.0,1.0
1689530335,1055.4751757815438,5.483826530612245,1800457088.0,0.936,63.3,8.0,1.0
1689530336,1073.043405564644,5.48112,1800457088.0,0.936,64.2,8.0,1.0
1689530337,1071.8065426218936,5.482470000000001,1800404352.0,0.936,64.2,8.0,1.0
1689530338,1073.3353540669348,5.481905000000001,1800430720.0,0.936,64.0,8.0,1.0
1689530339,1071.3776624006794,5.483340000000001,1800457088.0,0.936,63.7,8.0,1.0
1689530340,1057.7162905347268,5.484215000000002,1800404352.0,0.936,63.7,8.0,1.0
1689530341,1077.3254480882072,5.483630000000002,1800404352.0,0.936,63.3,8.0,1.0
1689530342,1058.6963213207305,5.484224489795918,1800457088.0,0.936,64.2,8.0,1.0
1689530343,1017.186120021302,5.485852941176471,1800404352.0,0.936,65.7,8.0,1.0
1689530344,1015.7928404202868,5.486160000000002,1800404352.0,0.936,64.7,8.0,1.0
1689530345,1093.6682826112813,5.480795918367346,1800457088.0,0.936,64.7,8.0,1.0
1689530346,1067.0467819030882,5.483147058823529,1800404352.0,0.936,63.7,8.0,1.0
1689530347,1061.0515669822564,5.482555000000001,1800457088.0,0.936,64.7,8.0,1.0
1689530348,1076.20437644784,5.4822602040816335,1800457088.0,0.936,64.2,8.0,1.0
1689530349,1064.4681635526838,5.483901960784312,1800457088.0,0.936,64.7,8.0,1.0
1689530350,1030.916306090857,5.484835000000003,1800457088.0,0.936,64.2,8.0,1.0
1689530351,1048.611184849451,5.4836683673469375,1800457088.0,0.936,65.2,8.0,1.0
1689530352,1045.061457152807,5.484629999999999,1800404352.0,0.936,65.7,8.0,1.0
1689530353,989.3613014453096,5.483039999999999,1800404352.0,0.936,64.7,8.0,1.0
1689530354,1003.599035310234,5.483515,1800430720.0,0.936,64.7,9.0,1.0
1689530355,1082.1269357349292,5.481929999999998,1800457088.0,0.936,64.7,9.0,1.0
1689530356,1057.3882860913966,5.48323,1800404352.0,0.936,64.2,9.0,1.0
1689530357,1053.5057923836605,5.484010204081634,1800457088.0,0.936,65.2,9.0,1.0
1689530358,1033.7403124838413,5.485053921568627,1800457088.0,0.936,64.7,9.0,1.0
1689530359,1108.156998448464,5.481449999999999,1800457088.0,0.936,63.7,9.0,1.0
1689530360,1070.0933018909009,5.482811224489796,1800457088.0,0.936,64.2,9.0,1.0
1689530361,1065.9664680079889,5.4842200000000005,1800404352.0,0.936,63.7,9.0,1.0
1689530362,1045.817540414791,5.483053921568629,1800404352.0,0.936,64.2,9.0,1.0
1689530363,1049.6471328182788,5.484346938775509,1800404352.0,0.936,64.2,9.0,1.0
1689530364,1083.4956568233142,5.48144,1800457088.0,0.936,64.7,9.0,1.0
1689530365,1076.3122601936732,5.482480000000001,1800404352.0,0.936,65.2,9.0,1.0
1689530366,1054.8877014435247,5.48270918367347,1800457088.0,0.936,64.7,9.0,1.0
1689530367,1086.5660481162945,5.4827254901960805,1800457088.0,0.936,65.2,9.0,1.0
