TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665158,687.8133228678862,11.959960000000002,40.0,8.0,35.0,0.0,0.0,34.0,1.0,14.0,1.0
1688665159,683.6881027426608,11.96062,40.0,8.0,35.0,0.0,1.0,50.0,2.0,14.0,1.0
1688665160,672.9103954399139,11.960254999999997,40.0,8.0,39.0,0.0,0.0,35.0,0.0,14.0,1.0
1688665161,682.2260926943419,11.960173469387756,40.0,8.0,35.0,0.0,1.0,29.0,0.0,15.0,1.0
1688665162,703.9824804079791,11.960274509803922,40.0,8.0,37.0,0.0,0.0,54.0,2.0,15.0,1.0
1688665163,671.4098341236158,11.959750000000003,40.0,8.0,36.5,0.0,0.0,44.5,2.0,15.0,1.0
1688665164,688.3993398082839,11.960275510204085,40.0,8.0,36.0,0.0,0.0,35.0,2.0,16.0,1.0
1688665165,697.5501196590585,11.959105000000005,40.0,8.0,36.0,0.0,1.0,49.0,0.0,16.0,1.0
1688665166,674.8742039229775,11.959289215686267,40.0,8.0,36.0,0.0,0.0,54.0,3.0,16.0,1.0
1688665167,682.6114007456564,11.960230000000005,40.0,8.0,35.0,0.0,1.0,32.0,0.0,17.0,1.0
1688665168,724.2403947453389,11.958887755102038,40.0,8.0,37.0,0.0,0.0,51.0,4.0,17.0,1.0
1688665169,671.8233228342929,11.961004999999998,40.0,8.0,36.5,0.0,0.0,43.5,2.5,17.0,1.0
1688665170,685.9422774868963,11.960122549019609,40.0,8.0,36.0,0.0,0.0,36.0,1.0,18.0,1.0
1688665171,678.55285282436,11.96045918367347,40.0,8.0,35.0,0.0,1.0,49.0,0.0,18.0,1.0
1688665172,678.303876730998,11.96,40.0,8.0,39.0,0.0,0.0,37.0,3.0,18.0,1.0
1688665173,679.7493063723529,11.959655000000003,40.0,8.0,35.0,0.0,1.0,37.0,2.0,19.0,1.0
1688665174,685.2561690685573,11.960729591836737,40.0,8.0,37.0,0.0,0.0,49.0,2.0,19.0,1.0
1688665175,673.6045391005158,11.959593137254904,40.0,8.0,36.0,0.0,0.0,37.0,3.0,19.0,1.0
1688665176,688.5874616681747,11.960105,40.0,8.0,35.5,0.0,0.5,44.0,1.5,20.0,1.0
1688665177,680.9970476289734,11.960627551020409,40.0,8.0,35.0,0.0,1.0,51.0,0.0,20.0,1.0
1688665178,679.9999781486546,11.95992,40.0,8.0,38.0,0.0,0.0,36.0,1.0,20.0,1.0
1688665179,679.3439877463136,11.960549019607845,40.0,8.0,36.0,0.0,0.0,51.0,2.0,21.0,1.0
1688665180,697.6497828161154,11.9593,40.0,8.0,36.0,0.0,0.0,47.0,2.0,21.0,1.0
1688665181,678.4454091876687,11.9594693877551,40.0,8.0,36.0,0.0,0.0,42.0,1.5,21.0,1.0
1688665182,687.6808928063105,11.959525000000005,40.0,8.0,36.0,0.0,0.0,37.0,1.0,21.0,1.0
1688665183,679.329322147855,11.96026,40.0,8.0,35.0,0.0,1.0,51.0,0.0,22.0,1.0
1688665184,679.0069448129719,11.960224489795918,40.0,8.0,37.0,0.0,0.0,35.0,0.0,22.0,1.0
1688665185,678.2036312874657,11.959607843137256,40.0,8.0,36.0,0.0,0.0,53.0,1.0,22.0,1.0
1688665186,691.131254291855,11.959815000000004,40.0,8.0,36.0,0.0,0.0,48.0,2.0,23.0,1.0
1688665187,689.6394742685411,11.960639999999998,41.0,8.0,39.0,0.0,0.0,39.0,0.0,23.0,1.0
1688665188,681.4257930327124,11.95979591836734,41.0,8.0,37.0,0.0,0.5,43.0,1.5,23.0,1.0
1688665189,685.2858450719164,11.959965686274511,41.0,8.0,35.0,0.0,1.0,47.0,3.0,24.0,1.0
