round_start,round_end,total_energy,solar_harvested_energy,comm_energy,payload_energy,other_energy
2023-03-23 03:20:06,2023-03-23 04:23:06,31.657324868888892,18.35698143888889,3.378091666666667,7.432833333333333,20.846399868888895
2023-03-30 03:22:39,2023-03-30 04:25:30,19.90302328930556,17.57039821388889,3.3121816666666675,0.0,16.59084162263889
2023-04-06 03:23:08,2023-04-06 04:26:35,15.961120187500002,18.611528069444446,0.49344166666666667,0.37368055555555557,15.09399796527778
2023-04-13 03:22:40,2023-04-13 04:25:04,19.768663427222222,15.868204872222222,3.293358888888889,0.0,16.475304538333333
2023-04-17 03:10:45,2023-04-17 04:10:16,13.319824824722222,15.048258240277779,1.7087391666666676,0.0,11.611085658055554
2023-04-20 03:20:02,2023-04-20 04:22:17,24.92051433555556,15.118481597222221,7.844932222222225,0.0,17.075582113333333
2023-04-27 03:15:38,2023-04-27 04:17:44,29.999549455833332,14.276270372222223,3.3707361111111114,8.9714,17.657413344722222
2023-04-30 03:26:42,2023-04-30 04:28:42,19.75583190930556,14.2755867,3.267514444444445,0.0,16.488317464861115
2023-05-07 03:20:12,2023-05-07 04:22:03,19.78244806986111,13.861020038888888,3.292922777777778,0.0,16.489525292083332
2023-05-14 03:12:11,2023-05-14 04:13:53,17.013593558888886,13.425623777777776,3.9073016666666653,0.0,13.10629189222222
2023-05-17 03:21:43,2023-05-17 04:23:22,16.048905849722225,13.546801075000001,3.371061666666667,0.0,12.677844183055559
2023-05-24 03:11:43,2023-05-24 04:13:16,20.45766905361111,13.232666022222222,3.372754444444445,0.0,17.084914609166663
2023-05-27 03:20:26,2023-05-27 04:21:59,20.010231937361112,13.089340880555556,3.246162222222223,0.0,16.764069715138888
2023-06-06 03:16:44,2023-06-06 04:18:20,16.221974426944442,12.545648347222222,3.2715827777777777,0.0,12.950391649166665
2023-06-09 03:29:35,2023-06-09 04:24:01,14.302973890555556,19.51007480277778,2.8819683333333335,0.0,11.421005557222223
2023-06-19 03:17:34,2023-06-19 04:19:04,16.806020012083337,12.929708602777776,3.5344116666666685,0.0,13.271608345416668
2023-06-22 03:23:55,2023-06-22 04:26:10,19.496808211250002,23.279551950000002,3.4774311111111116,0.0,16.01937710013889
