TIME,I_Atlas200DK-B,Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1692238674,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238675,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238676,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238677,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238678,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238679,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238680,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238681,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238682,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238683,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238684,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238685,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238686,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238687,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238688,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238689,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238690,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238691,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238692,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238693,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238694,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.2,0.0,-1.0,-1.0
1692238695,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238696,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238697,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238698,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238699,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238700,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238701,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238702,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238703,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238704,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238705,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238706,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238707,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238708,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238709,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238710,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238711,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238712,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238713,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238714,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238715,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238716,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238717,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238718,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238719,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238720,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238721,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238722,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238723,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238724,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238725,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238726,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238727,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238728,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238729,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238730,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238731,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238732,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238733,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238734,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238735,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238736,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238737,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238738,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238739,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.1,0.0,-1.0,-1.0
1692238740,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238741,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238742,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238743,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238744,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238745,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238746,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238747,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238748,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238749,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238750,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238751,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238752,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238753,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238754,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238755,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238756,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238757,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238758,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238759,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238760,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238761,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238762,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238763,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238764,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238765,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238766,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238767,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238768,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238769,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238770,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238771,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238772,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238773,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238774,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238775,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238776,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238777,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238778,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238779,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238780,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238781,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238782,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238783,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238784,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,4.0,0.0,-1.0,-1.0
1692238785,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238786,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238787,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238788,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238789,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238790,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238791,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238792,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238793,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238794,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238795,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238796,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238797,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238798,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238799,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238800,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238801,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238802,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238803,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238804,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238805,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238806,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238807,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238808,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238809,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238810,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238811,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238812,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238813,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238814,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238815,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238816,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238817,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238818,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238819,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238820,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238821,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238822,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238823,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238824,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238825,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238826,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238827,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238828,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238829,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.9,0.0,-1.0,-1.0
1692238830,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238831,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238832,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238833,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238834,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238835,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238836,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238837,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238838,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238839,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238840,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238841,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238842,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238843,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238844,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238845,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238846,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238847,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238848,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238849,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238850,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238851,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238852,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238853,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238854,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238855,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238856,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238857,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238858,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238859,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238860,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238861,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238862,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238863,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238864,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238865,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238866,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238867,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238868,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238869,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238870,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238871,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238872,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238873,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238874,-1.0,-1.0,38.8,12.8,32.0,0.0,0.0,3.8,0.0,-1.0,-1.0
1692238875,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238876,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238877,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238878,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238879,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238880,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238881,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238882,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238883,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238884,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238885,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238886,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238887,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238888,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238889,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238890,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238891,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238892,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238893,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238894,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238895,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238896,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238897,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238898,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238899,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238900,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238901,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238902,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238903,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238904,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238905,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238906,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238907,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238908,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238909,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238910,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238911,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238912,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238913,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238914,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238915,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238916,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238917,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238918,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238919,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.7,0.0,-1.0,-1.0
1692238920,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238921,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238922,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238923,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238924,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238925,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238926,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238927,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238928,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238929,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238930,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238931,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238932,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238933,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238934,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
1692238935,-1.0,-1.0,38.9,12.8,32.0,0.0,0.0,3.6,0.0,-1.0,-1.0
