TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688625612,686.3170576,11.96090686,43,4,36.5,1,0,48,1,117,1
1688625613,682.950266,11.96184184,43,4,37,1,0,50,1,117,1
1688625614,687.8797647,11.962075,43,4,36,1,0,40,2,117,1
1688625615,689.3730034,11.96143,43,4,36,1,1,43,0,118,1
1688625616,707.2343787,11.9615102,43,4,37,1,0,41,0,118,1
1688625617,696.7925741,11.9610049,43,4,36.8,1,0,37.2,0.5,118,1
1688625618,690.9526776,11.961075,43,4,36.5,1,0,33.5,1,119,1
1688625619,694.32814,11.96065306,43,4,36.2,1,0,29.8,1.5,119,1
1688625620,699.6585466,11.960545,43,4,36,1,0,26,2,119,1
1688625621,681.5971268,11.96060784,43,4,36,1,0,30,1,120,1
1688625622,692.551753,11.96077,43,4,36,1,0,34,0,120,1
1688625623,693.6243954,11.96111224,43,4,39,1,0,53,1,120,1
1688625624,684.603103,11.96021,43,4,36,1,0,36,2,120,1
1688625625,676.9472342,11.96226961,43,4,37,1,1,49,2,121,1
1688625626,695.5433925,11.96156633,43,4,36.5,1,0.5,50.5,1.5,121,1
1688625627,673.6320681,11.96114,43,4,36,1,0,52,1,121,1
1688625628,683.1603381,11.961685,43,4,36,1,1,32,0,122,1
